state_name,county,entries
['ID'],['Bannock'],"[['4/17', 8], ['4/18', 8], ['4/19', 8], ['4/20', 8], ['4/21', 8], ['4/22', 8], ['4/23', 8], ['4/24', 8], ['4/25', 8], ['4/26', 8], ['4/27', 8], ['4/28', 10], ['4/29', 11], ['4/30', 11], ['5/1', 11], ['5/2', 11], ['5/3', 11], ['5/4', 11], ['5/5', 11], ['5/6', 12], ['5/7', 12], ['5/8', 12], ['5/9', 12], ['5/10', 12], ['5/11', 13], ['5/12', 13], ['5/13', 13], ['5/14', 13], ['5/15', 14], ['5/16', 14], ['5/17', 14], ['5/18', 16], ['5/19', 16], ['5/20', 16], ['5/21', 16], ['5/22', 17], ['5/23', 18], ['5/24', 18], ['5/25', 18], ['5/26', 20], ['5/27', 20], ['5/28', 24], ['5/29', 27], ['5/30', 28], ['5/31', 28], ['6/1', 32], ['6/2', 34], ['6/3', 37], ['6/4', 38], ['6/5', 45], ['6/6', 47], ['6/7', 47], ['6/8', 49], ['6/9', 49], ['6/10', 52], ['6/11', 52], ['6/12', 59], ['6/13', 63], ['6/14', 63], ['6/15', 64], ['6/16', 'U2FsdGVkX1/oYNRLB2qTZU+fdkwdSs6LgB/FzRv40jk=']]"
['ID'],['Bingham'],"[['4/17', 3], ['4/18', 3], ['4/19', 3], ['4/20', 3], ['4/21', 3], ['4/22', 3], ['4/23', 3], ['4/24', 3], ['4/25', 3], ['4/26', 3], ['4/27', 3], ['4/28', 3], ['4/29', 4], ['4/30', 4], ['5/1', 4], ['5/2', 4], ['5/3', 4], ['5/4', 4], ['5/5', 4], ['5/6', 4], ['5/7', 4], ['5/8', 4], ['5/9', 4], ['5/10', 4], ['5/11', 4], ['5/12', 4], ['5/13', 6], ['5/14', 6], ['5/15', 6], ['5/16', 6], ['5/17', 6], ['5/18', 6], ['5/19', 6], ['5/20', 6], ['5/21', 6], ['5/22', 6], ['5/23', 6], ['5/24', 6], ['5/25', 6], ['5/26', 6], ['5/27', 6], ['5/28', 6], ['5/29', 6], ['5/30', 6], ['5/31', 6], ['6/1', 8], ['6/2', 8], ['6/3', 11], ['6/4', 12], ['6/5', 20], ['6/6', 20], ['6/7', 20], ['6/8', 22], ['6/9', 23], ['6/10', 23], ['6/11', 23], ['6/12', 23], ['6/13', 24], ['6/14', 24], ['6/15', 25], ['6/16', 'U2FsdGVkX1/0UYJ52ZPQ/9XICGmvnxRhWS9AuZ1JxOE=']]"
['ID'],['Blaine'],"[['4/17', 475], ['4/18', 475], ['4/19', 476], ['4/20', 478], ['4/21', 480], ['4/22', 484], ['4/23', 485], ['4/24', 489], ['4/25', 490], ['4/26', 492], ['4/27', 493], ['4/28', 497], ['4/29', 497], ['4/30', 497], ['5/1', 497], ['5/2', 497], ['5/3', 497], ['5/4', 498], ['5/5', 499], ['5/6', 499], ['5/7', 499], ['5/8', 499], ['5/9', 503], ['5/10', 503], ['5/11', 506], ['5/12', 506], ['5/13', 507], ['5/14', 507], ['5/15', 508], ['5/16', 508], ['5/17', 508], ['5/18', 508], ['5/19', 508], ['5/20', 509], ['5/21', 510], ['5/22', 510], ['5/23', 510], ['5/24', 510], ['5/25', 510], ['5/26', 510], ['5/27', 512], ['5/28', 512], ['5/29', 512], ['5/30', 512], ['5/31', 512], ['6/1', 512], ['6/2', 512], ['6/3', 514], ['6/4', 514], ['6/5', 514], ['6/6', 514], ['6/7', 514], ['6/8', 514], ['6/9', 514], ['6/10', 515], ['6/11', 515], ['6/12', 515], ['6/13', 515], ['6/14', 515], ['6/15', 515], ['6/16', 'U2FsdGVkX19gXrNRjhbiLB9BRnlqqABH0gPRJBl5PqY=']]"
['ID'],['Bonner'],"[['4/17', 4], ['4/18', 4], ['4/19', 4], ['4/20', 4], ['4/21', 4], ['4/22', 4], ['4/23', 4], ['4/24', 4], ['4/25', 4], ['4/26', 4], ['4/27', 4], ['4/28', 4], ['4/29', 4], ['4/30', 4], ['5/1', 4], ['5/2', 4], ['5/3', 4], ['5/4', 4], ['5/5', 4], ['5/6', 4], ['5/7', 4], ['5/8', 4], ['5/9', 4], ['5/10', 4], ['5/11', 4], ['5/12', 4], ['5/13', 4], ['5/14', 4], ['5/15', 4], ['5/16', 4], ['5/17', 4], ['5/18', 4], ['5/19', 4], ['5/20', 4], ['5/21', 4], ['5/22', 4], ['5/23', 4], ['5/24', 4], ['5/25', 4], ['5/26', 4], ['5/27', 4], ['5/28', 4], ['5/29', 6], ['5/30', 6], ['5/31', 6], ['6/1', 6], ['6/2', 6], ['6/3', 6], ['6/4', 6], ['6/5', 6], ['6/6', 6], ['6/7', 6], ['6/8', 6], ['6/9', 7], ['6/10', 7], ['6/11', 7], ['6/12', 7], ['6/13', 7], ['6/14', 7], ['6/15', 7], ['6/16', 'U2FsdGVkX18bGtcF0UJSR9B1TQN4BpntF+TcWXuo4vY=']]"
['ID'],['Bonneville'],"[['4/17', 24], ['4/18', 24], ['4/19', 24], ['4/20', 24], ['4/21', 24], ['4/22', 28], ['4/23', 28], ['4/24', 28], ['4/25', 26], ['4/26', 26], ['4/27', 26], ['4/28', 27], ['4/29', 28], ['4/30', 28], ['5/1', 28], ['5/2', 28], ['5/3', 28], ['5/4', 28], ['5/5', 28], ['5/6', 28], ['5/7', 28], ['5/8', 30], ['5/9', 30], ['5/10', 30], ['5/11', 30], ['5/12', 30], ['5/13', 30], ['5/14', 30], ['5/15', 30], ['5/16', 33], ['5/17', 33], ['5/18', 33], ['5/19', 32], ['5/20', 32], ['5/21', 32], ['5/22', 32], ['5/23', 32], ['5/24', 32], ['5/25', 32], ['5/26', 33], ['5/27', 33], ['5/28', 37], ['5/29', 37], ['5/30', 47], ['5/31', 47], ['6/1', 47], ['6/2', 51], ['6/3', 56], ['6/4', 59], ['6/5', 60], ['6/6', 60], ['6/7', 60], ['6/8', 64], ['6/9', 68], ['6/10', 68], ['6/11', 68], ['6/12', 73], ['6/13', 79], ['6/14', 79], ['6/15', 86], ['6/16', 'U2FsdGVkX1/nQeyAPODNPzUwhRHzhIW8mIZgO1H/KEQ=']]"
['ID'],['Camas'],"[['4/17', 1], ['4/18', 1], ['4/19', 1], ['4/20', 1], ['4/21', 1], ['4/22', 1], ['4/23', 1], ['4/24', 1], ['4/25', 1], ['4/26', 1], ['4/27', 1], ['4/28', 1], ['4/29', 1], ['4/30', 1], ['5/1', 1], ['5/2', 1], ['5/3', 1], ['5/4', 1], ['5/5', 1], ['5/6', 1], ['5/7', 1], ['5/8', 1], ['5/9', 1], ['5/10', 1], ['5/11', 1], ['5/12', 1], ['5/13', 1], ['5/14', 1], ['5/15', 1], ['5/16', 1], ['5/17', 1], ['5/18', 1], ['5/19', 1], ['5/20', 1], ['5/21', 1], ['5/22', 1], ['5/23', 1], ['5/24', 1], ['5/25', 1], ['5/26', 1], ['5/27', 1], ['5/28', 1], ['5/29', 1], ['5/30', 1], ['5/31', 1], ['6/1', 1], ['6/2', 1], ['6/3', 1], ['6/4', 1], ['6/5', 1], ['6/6', 1], ['6/7', 1], ['6/8', 1], ['6/9', 1], ['6/10', 1], ['6/11', 1], ['6/12', 1], ['6/13', 1], ['6/14', 1], ['6/15', 1], ['6/16', 'U2FsdGVkX1948Ot1zfdW0HnHcRDqqLJS3kXGea6qZtE=']]"
['ID'],['Canyon'],"[['4/17', 187], ['4/18', 187], ['4/19', 187], ['4/20', 207], ['4/21', 212], ['4/22', 215], ['4/23', 222], ['4/24', 226], ['4/25', 231], ['4/26', 233], ['4/27', 238], ['4/28', 250], ['4/29', 252], ['4/30', 255], ['5/1', 258], ['5/2', 258], ['5/3', 258], ['5/4', 266], ['5/5', 266], ['5/6', 270], ['5/7', 272], ['5/8', 272], ['5/9', 272], ['5/10', 272], ['5/11', 274], ['5/12', 274], ['5/13', 275], ['5/14', 276], ['5/15', 276], ['5/16', 276], ['5/17', 276], ['5/18', 276], ['5/19', 276], ['5/20', 280], ['5/21', 283], ['5/22', 284], ['5/23', 284], ['5/24', 284], ['5/25', 284], ['5/26', 287], ['5/27', 291], ['5/28', 294], ['5/29', 300], ['5/30', 303], ['5/31', 303], ['6/1', 310], ['6/2', 310], ['6/3', 315], ['6/4', 322], ['6/5', 336], ['6/6', 340], ['6/7', 340], ['6/8', 345], ['6/9', 345], ['6/10', 351], ['6/11', 351], ['6/12', 356], ['6/13', 356], ['6/14', 356], ['6/15', 360], ['6/16', 'U2FsdGVkX1+YssIBxb8WaW8b8q1rIt9ncAp1aZ4b6uY=']]"
['ID'],['Cassia'],"[['4/17', 10], ['4/18', 10], ['4/19', 10], ['4/20', 11], ['4/21', 11], ['4/22', 12], ['4/23', 12], ['4/24', 12], ['4/25', 12], ['4/26', 12], ['4/27', 12], ['4/28', 12], ['4/29', 12], ['4/30', 13], ['5/1', 13], ['5/2', 13], ['5/3', 13], ['5/4', 13], ['5/5', 13], ['5/6', 13], ['5/7', 13], ['5/8', 14], ['5/9', 15], ['5/10', 15], ['5/11', 15], ['5/12', 15], ['5/13', 16], ['5/14', 16], ['5/15', 16], ['5/16', 18], ['5/17', 18], ['5/18', 19], ['5/19', 19], ['5/20', 20], ['5/21', 21], ['5/22', 22], ['5/23', 28], ['5/24', 28], ['5/25', 28], ['5/26', 49], ['5/27', 50], ['5/28', 56], ['5/29', 62], ['5/30', 63], ['5/31', 63], ['6/1', 75], ['6/2', 85], ['6/3', 89], ['6/4', 102], ['6/5', 109], ['6/6', 112], ['6/7', 112], ['6/8', 117], ['6/9', 118], ['6/10', 123], ['6/11', 123], ['6/12', 131], ['6/13', 136], ['6/14', 136], ['6/15', 143], ['6/16', 'U2FsdGVkX19nuH7UqKrjUflOLoQ2xdFDMqdCls1Q22w=']]"
['ID'],['Custer'],"[['4/17', 2], ['4/18', 2], ['4/19', 2], ['4/20', 2], ['4/21', 2], ['4/22', 2], ['4/23', 2], ['4/24', 2], ['4/25', 2], ['4/26', 2], ['4/27', 2], ['4/28', 2], ['4/29', 2], ['4/30', 2], ['5/1', 2], ['5/2', 2], ['5/3', 2], ['5/4', 2], ['5/5', 2], ['5/6', 2], ['5/7', 2], ['5/8', 2], ['5/9', 2], ['5/10', 2], ['5/11', 2], ['5/12', 2], ['5/13', 2], ['5/14', 2], ['5/15', 2], ['5/16', 2], ['5/17', 2], ['5/18', 2], ['5/19', 2], ['5/20', 2], ['5/21', 2], ['5/22', 2], ['5/23', 2], ['5/24', 2], ['5/25', 2], ['5/26', 2], ['5/27', 2], ['5/28', 2], ['5/29', 2], ['5/30', 2], ['5/31', 2], ['6/1', 2], ['6/2', 2], ['6/3', 2], ['6/4', 2], ['6/5', 2], ['6/6', 2], ['6/7', 2], ['6/8', 2], ['6/9', 2], ['6/10', 2], ['6/11', 2], ['6/12', 2], ['6/13', 2], ['6/14', 2], ['6/15', 2], ['6/16', 'U2FsdGVkX1+wawpvcoP31BYeyaTi064N6IoM7Y/QNjU=']]"
['ID'],['Elmore'],"[['4/17', 21], ['4/18', 22], ['4/19', 22], ['4/20', 24], ['4/21', 25], ['4/22', 28], ['4/23', 29], ['4/24', 29], ['4/25', 29], ['4/26', 29], ['4/27', 29], ['4/28', 30], ['4/29', 30], ['4/30', 30], ['5/1', 30], ['5/2', 30], ['5/3', 30], ['5/4', 30], ['5/5', 30], ['5/6', 31], ['5/7', 31], ['5/8', 31], ['5/9', 31], ['5/10', 31], ['5/11', 31], ['5/12', 31], ['5/13', 31], ['5/14', 31], ['5/15', 31], ['5/16', 31], ['5/17', 31], ['5/18', 31], ['5/19', 31], ['5/20', 31], ['5/21', 31], ['5/22', 31], ['5/23', 31], ['5/24', 31], ['5/25', 31], ['5/26', 31], ['5/27', 31], ['5/28', 31], ['5/29', 31], ['5/30', 31], ['5/31', 31], ['6/1', 31], ['6/2', 31], ['6/3', 32], ['6/4', 32], ['6/5', 32], ['6/6', 32], ['6/7', 32], ['6/8', 32], ['6/9', 33], ['6/10', 33], ['6/11', 33], ['6/12', 34], ['6/13', 34], ['6/14', 34], ['6/15', 35], ['6/16', 'U2FsdGVkX19oNdQBhhNp9SEtikrY89Xa1e0m3Eusr5M=']]"
['ID'],['Fremont'],"[['4/17', 2], ['4/18', 2], ['4/19', 2], ['4/20', 2], ['4/21', 2], ['4/22', 2], ['4/23', 2], ['4/24', 2], ['4/25', 2], ['4/26', 2], ['4/27', 2], ['4/28', 2], ['4/29', 2], ['4/30', 2], ['5/1', 2], ['5/2', 2], ['5/3', 2], ['5/4', 2], ['5/5', 3], ['5/6', 3], ['5/7', 3], ['5/8', 3], ['5/9', 3], ['5/10', 3], ['5/11', 3], ['5/12', 3], ['5/13', 3], ['5/14', 3], ['5/15', 3], ['5/16', 3], ['5/17', 3], ['5/18', 3], ['5/19', 3], ['5/20', 3], ['5/21', 3], ['5/22', 3], ['5/23', 3], ['5/24', 3], ['5/25', 3], ['5/26', 3], ['5/27', 3], ['5/28', 3], ['5/29', 3], ['5/30', 3], ['5/31', 3], ['6/1', 3], ['6/2', 3], ['6/3', 4], ['6/4', 4], ['6/5', 4], ['6/6', 4], ['6/7', 4], ['6/8', 4], ['6/9', 4], ['6/10', 4], ['6/11', 4], ['6/12', 4], ['6/13', 4], ['6/14', 4], ['6/15', 4], ['6/16', 'U2FsdGVkX199EDrszmcUaX7Eb0LJesgwrZS/qI1NDyA=']]"
['ID'],['Gem'],"[['4/17', 10], ['4/18', 10], ['4/19', 10], ['4/20', 10], ['4/21', 10], ['4/22', 10], ['4/23', 11], ['4/24', 11], ['4/25', 12], ['4/26', 12], ['4/27', 12], ['4/28', 12], ['4/29', 12], ['4/30', 13], ['5/1', 13], ['5/2', 13], ['5/3', 13], ['5/4', 14], ['5/5', 14], ['5/6', 14], ['5/7', 14], ['5/8', 16], ['5/9', 16], ['5/10', 16], ['5/11', 16], ['5/12', 16], ['5/13', 16], ['5/14', 16], ['5/15', 16], ['5/16', 16], ['5/17', 16], ['5/18', 16], ['5/19', 16], ['5/20', 16], ['5/21', 17], ['5/22', 17], ['5/23', 17], ['5/24', 17], ['5/25', 17], ['5/26', 17], ['5/27', 17], ['5/28', 17], ['5/29', 17], ['5/30', 17], ['5/31', 17], ['6/1', 17], ['6/2', 17], ['6/3', 17], ['6/4', 17], ['6/5', 17], ['6/6', 17], ['6/7', 17], ['6/8', 17], ['6/9', 17], ['6/10', 17], ['6/11', 17], ['6/12', 17], ['6/13', 17], ['6/14', 17], ['6/15', 17], ['6/16', 'U2FsdGVkX1/5nMqXAnpN1xXIWeDjSqXefGRC4JoTwcw=']]"
['ID'],['Gooding'],"[['4/17', 7], ['4/18', 8], ['4/19', 8], ['4/20', 8], ['4/21', 8], ['4/22', 8], ['4/23', 9], ['4/24', 9], ['4/25', 9], ['4/26', 9], ['4/27', 9], ['4/28', 9], ['4/29', 11], ['4/30', 11], ['5/1', 11], ['5/2', 12], ['5/3', 12], ['5/4', 13], ['5/5', 13], ['5/6', 14], ['5/7', 16], ['5/8', 16], ['5/9', 17], ['5/10', 17], ['5/11', 18], ['5/12', 20], ['5/13', 21], ['5/14', 22], ['5/15', 24], ['5/16', 25], ['5/17', 25], ['5/18', 26], ['5/19', 26], ['5/20', 29], ['5/21', 32], ['5/22', 35], ['5/23', 39], ['5/24', 39], ['5/25', 39], ['5/26', 40], ['5/27', 44], ['5/28', 46], ['5/29', 47], ['5/30', 47], ['5/31', 47], ['6/1', 49], ['6/2', 49], ['6/3', 50], ['6/4', 53], ['6/5', 55], ['6/6', 56], ['6/7', 56], ['6/8', 57], ['6/9', 57], ['6/10', 57], ['6/11', 57], ['6/12', 58], ['6/13', 59], ['6/14', 59], ['6/15', 59], ['6/16', 'U2FsdGVkX18xmePsHTEgVs6/2hR7NCIFPjiO14dc/t0=']]"
['ID'],['Idaho'],"[['4/17', 3], ['4/18', 3], ['4/19', 3], ['4/20', 3], ['4/21', 3], ['4/22', 3], ['4/23', 3], ['4/24', 3], ['4/25', 3], ['4/26', 3], ['4/27', 3], ['4/28', 3], ['4/29', 3], ['4/30', 3], ['5/1', 3], ['5/2', 3], ['5/3', 3], ['5/4', 3], ['5/5', 3], ['5/6', 3], ['5/7', 3], ['5/8', 3], ['5/9', 3], ['5/10', 3], ['5/11', 3], ['5/12', 3], ['5/13', 3], ['5/14', 3], ['5/15', 3], ['5/16', 3], ['5/17', 3], ['5/18', 3], ['5/19', 3], ['5/20', 3], ['5/21', 3], ['5/22', 3], ['5/23', 3], ['5/24', 3], ['5/25', 3], ['5/26', 3], ['5/27', 3], ['5/28', 3], ['5/29', 3], ['5/30', 3], ['5/31', 3], ['6/1', 3], ['6/2', 3], ['6/3', 3], ['6/4', 3], ['6/5', 3], ['6/6', 3], ['6/7', 3], ['6/8', 3], ['6/9', 3], ['6/10', 3], ['6/11', 3], ['6/12', 3], ['6/13', 3], ['6/14', 3], ['6/15', 3], ['6/16', 'U2FsdGVkX18HZIdUNAlqe3m0ax4UQhrXMR9e7tyWZnA=']]"
['ID'],['Jefferson'],"[['4/17', 5], ['4/18', 5], ['4/19', 5], ['4/20', 5], ['4/21', 5], ['4/22', 5], ['4/23', 5], ['4/24', 5], ['4/25', 5], ['4/26', 5], ['4/27', 5], ['4/28', 5], ['4/29', 5], ['4/30', 5], ['5/1', 5], ['5/2', 5], ['5/3', 5], ['5/4', 5], ['5/5', 5], ['5/6', 5], ['5/7', 5], ['5/8', 5], ['5/9', 5], ['5/10', 5], ['5/11', 5], ['5/12', 5], ['5/13', 5], ['5/14', 5], ['5/15', 6], ['5/16', 7], ['5/17', 7], ['5/18', 7], ['5/19', 7], ['5/20', 7], ['5/21', 7], ['5/22', 7], ['5/23', 7], ['5/24', 7], ['5/25', 7], ['5/26', 7], ['5/27', 7], ['5/28', 7], ['5/29', 7], ['5/30', 7], ['5/31', 7], ['6/1', 7], ['6/2', 7], ['6/3', 9], ['6/4', 9], ['6/5', 9], ['6/6', 9], ['6/7', 9], ['6/8', 9], ['6/9', 9], ['6/10', 9], ['6/11', 9], ['6/12', 10], ['6/13', 12], ['6/14', 12], ['6/15', 12], ['6/16', 'U2FsdGVkX19KJDT15kniAdngfe0zZWFX6ErSLMYWm6k=']]"
['ID'],['Jerome'],"[['4/17', 44], ['4/18', 44], ['4/19', 44], ['4/20', 44], ['4/21', 44], ['4/22', 44], ['4/23', 44], ['4/24', 45], ['4/25', 46], ['4/26', 46], ['4/27', 46], ['4/28', 48], ['4/29', 51], ['4/30', 54], ['5/1', 54], ['5/2', 55], ['5/3', 55], ['5/4', 57], ['5/5', 61], ['5/6', 64], ['5/7', 65], ['5/8', 67], ['5/9', 71], ['5/10', 71], ['5/11', 75], ['5/12', 81], ['5/13', 84], ['5/14', 87], ['5/15', 88], ['5/16', 95], ['5/17', 95], ['5/18', 102], ['5/19', 102], ['5/20', 110], ['5/21', 114], ['5/22', 137], ['5/23', 145], ['5/24', 145], ['5/25', 145], ['5/26', 154], ['5/27', 156], ['5/28', 161], ['5/29', 165], ['5/30', 169], ['5/31', 169], ['6/1', 174], ['6/2', 175], ['6/3', 180], ['6/4', 191], ['6/5', 194], ['6/6', 194], ['6/7', 194], ['6/8', 198], ['6/9', 201], ['6/10', 202], ['6/11', 202], ['6/12', 205], ['6/13', 206], ['6/14', 206], ['6/15', 208], ['6/16', 'U2FsdGVkX1+jsyA8NKClIWa2uvklkYdSe0HQfP9BBd0=']]"
['ID'],['Kootenai'],"[['4/17', 50], ['4/18', 50], ['4/19', 51], ['4/20', 52], ['4/21', 53], ['4/22', 56], ['4/23', 59], ['4/24', 59], ['4/25', 59], ['4/26', 61], ['4/27', 61], ['4/28', 61], ['4/29', 61], ['4/30', 62], ['5/1', 62], ['5/2', 62], ['5/3', 62], ['5/4', 62], ['5/5', 62], ['5/6', 62], ['5/7', 62], ['5/8', 63], ['5/9', 63], ['5/10', 63], ['5/11', 64], ['5/12', 64], ['5/13', 64], ['5/14', 64], ['5/15', 64], ['5/16', 65], ['5/17', 65], ['5/18', 66], ['5/19', 66], ['5/20', 66], ['5/21', 66], ['5/22', 66], ['5/23', 66], ['5/24', 66], ['5/25', 66], ['5/26', 66], ['5/27', 67], ['5/28', 67], ['5/29', 67], ['5/30', 68], ['5/31', 68], ['6/1', 73], ['6/2', 73], ['6/3', 74], ['6/4', 77], ['6/5', 81], ['6/6', 82], ['6/7', 82], ['6/8', 85], ['6/9', 91], ['6/10', 91], ['6/11', 91], ['6/12', 98], ['6/13', 98], ['6/14', 98], ['6/15', 101], ['6/16', 'U2FsdGVkX1/HbZDUwncD6HlmxUmiDXBT2zCuN9nVUJM=']]"
['ID'],['Latah'],"[['4/17', 3], ['4/18', 3], ['4/19', 3], ['4/20', 4], ['4/21', 4], ['4/22', 4], ['4/23', 4], ['4/24', 4], ['4/25', 4], ['4/26', 4], ['4/27', 4], ['4/28', 5], ['4/29', 5], ['4/30', 5], ['5/1', 5], ['5/2', 5], ['5/3', 5], ['5/4', 5], ['5/5', 5], ['5/6', 5], ['5/7', 5], ['5/8', 5], ['5/9', 5], ['5/10', 5], ['5/11', 5], ['5/12', 5], ['5/13', 6], ['5/14', 6], ['5/15', 6], ['5/16', 6], ['5/17', 6], ['5/18', 6], ['5/19', 6], ['5/20', 6], ['5/21', 6], ['5/22', 7], ['5/23', 7], ['5/24', 7], ['5/25', 7], ['5/26', 7], ['5/27', 7], ['5/28', 7], ['5/29', 7], ['5/30', 7], ['5/31', 7], ['6/1', 7], ['6/2', 7], ['6/3', 7], ['6/4', 7], ['6/5', 7], ['6/6', 7], ['6/7', 7], ['6/8', 7], ['6/9', 7], ['6/10', 7], ['6/11', 7], ['6/12', 7], ['6/13', 7], ['6/14', 7], ['6/15', 8], ['6/16', 'U2FsdGVkX1/pFeszDjAZ5bMfouYjLGCeK5fO1fYOps8=']]"
['ID'],['Lincoln'],"[['4/17', 16], ['4/18', 17], ['4/19', 17], ['4/20', 17], ['4/21', 18], ['4/22', 20], ['4/23', 21], ['4/24', 21], ['4/25', 22], ['4/26', 22], ['4/27', 23], ['4/28', 24], ['4/29', 27], ['4/30', 27], ['5/1', 27], ['5/2', 29], ['5/3', 29], ['5/4', 29], ['5/5', 29], ['5/6', 29], ['5/7', 29], ['5/8', 29], ['5/9', 29], ['5/10', 29], ['5/11', 29], ['5/12', 29], ['5/13', 29], ['5/14', 29], ['5/15', 29], ['5/16', 29], ['5/17', 29], ['5/18', 29], ['5/19', 29], ['5/20', 29], ['5/21', 29], ['5/22', 30], ['5/23', 30], ['5/24', 30], ['5/25', 30], ['5/26', 32], ['5/27', 33], ['5/28', 33], ['5/29', 33], ['5/30', 33], ['5/31', 33], ['6/1', 33], ['6/2', 33], ['6/3', 33], ['6/4', 33], ['6/5', 33], ['6/6', 34], ['6/7', 34], ['6/8', 34], ['6/9', 34], ['6/10', 34], ['6/11', 34], ['6/12', 35], ['6/13', 35], ['6/14', 35], ['6/15', 35], ['6/16', 'U2FsdGVkX1+YF8mWbikX9JXrDkIqZuflQL2txScoSoo=']]"
['ID'],['Madison'],"[['4/17', 8], ['4/18', 8], ['4/19', 8], ['4/20', 8], ['4/21', 8], ['4/22', 8], ['4/23', 8], ['4/24', 8], ['4/25', 8], ['4/26', 8], ['4/27', 9], ['4/28', 9], ['4/29', 10], ['4/30', 11], ['5/1', 11], ['5/2', 12], ['5/3', 12], ['5/4', 12], ['5/5', 13], ['5/6', 13], ['5/7', 16], ['5/8', 16], ['5/9', 17], ['5/10', 17], ['5/11', 18], ['5/12', 18], ['5/13', 18], ['5/14', 18], ['5/15', 18], ['5/16', 19], ['5/17', 19], ['5/18', 19], ['5/19', 19], ['5/20', 20], ['5/21', 20], ['5/22', 20], ['5/23', 20], ['5/24', 20], ['5/25', 20], ['5/26', 21], ['5/27', 21], ['5/28', 21], ['5/29', 21], ['5/30', 21], ['5/31', 21], ['6/1', 21], ['6/2', 21], ['6/3', 25], ['6/4', 25], ['6/5', 27], ['6/6', 27], ['6/7', 27], ['6/8', 27], ['6/9', 27], ['6/10', 27], ['6/11', 27], ['6/12', 29], ['6/13', 29], ['6/14', 29], ['6/15', 29], ['6/16', 'U2FsdGVkX1+39N7kQg/7T8xTw+Ixce5d2D1rFjBmND4=']]"
['ID'],['Minidoka'],"[['4/17', 10], ['4/18', 10], ['4/19', 10], ['4/20', 10], ['4/21', 10], ['4/22', 10], ['4/23', 10], ['4/24', 10], ['4/25', 10], ['4/26', 10], ['4/27', 10], ['4/28', 11], ['4/29', 11], ['4/30', 10], ['5/1', 10], ['5/2', 11], ['5/3', 11], ['5/4', 11], ['5/5', 11], ['5/6', 11], ['5/7', 11], ['5/8', 11], ['5/9', 11], ['5/10', 11], ['5/11', 11], ['5/12', 12], ['5/13', 13], ['5/14', 15], ['5/15', 15], ['5/16', 15], ['5/17', 15], ['5/18', 15], ['5/19', 15], ['5/20', 20], ['5/21', 25], ['5/22', 26], ['5/23', 29], ['5/24', 29], ['5/25', 29], ['5/26', 40], ['5/27', 43], ['5/28', 45], ['5/29', 46], ['5/30', 50], ['5/31', 50], ['6/1', 56], ['6/2', 58], ['6/3', 61], ['6/4', 66], ['6/5', 71], ['6/6', 72], ['6/7', 72], ['6/8', 78], ['6/9', 80], ['6/10', 85], ['6/11', 85], ['6/12', 98], ['6/13', 101], ['6/14', 101], ['6/15', 103], ['6/16', 'U2FsdGVkX18Vg/R3R/h2rtv0Uh+yvyqn1L3wgoJ+x44=']]"
['ID'],['Nez Perce'],"[['4/17', 30], ['4/18', 30], ['4/19', 30], ['4/20', 40], ['4/21', 44], ['4/22', 45], ['4/23', 55], ['4/24', 58], ['4/25', 58], ['4/26', 58], ['4/27', 59], ['4/28', 59], ['4/29', 60], ['4/30', 60], ['5/1', 60], ['5/2', 60], ['5/3', 60], ['5/4', 74], ['5/5', 74], ['5/6', 78], ['5/7', 78], ['5/8', 78], ['5/9', 78], ['5/10', 78], ['5/11', 78], ['5/12', 79], ['5/13', 79], ['5/14', 79], ['5/15', 79], ['5/16', 79], ['5/17', 79], ['5/18', 79], ['5/19', 79], ['5/20', 81], ['5/21', 81], ['5/22', 81], ['5/23', 81], ['5/24', 81], ['5/25', 81], ['5/26', 82], ['5/27', 82], ['5/28', 82], ['5/29', 82], ['5/30', 82], ['5/31', 82], ['6/1', 82], ['6/2', 82], ['6/3', 83], ['6/4', 83], ['6/5', 83], ['6/6', 83], ['6/7', 83], ['6/8', 83], ['6/9', 83], ['6/10', 84], ['6/11', 84], ['6/12', 84], ['6/13', 84], ['6/14', 84], ['6/15', 84], ['6/16', 'U2FsdGVkX1+sipmtycxWNZ3G7kB9moplibNHrkiGJfI=']]"
['ID'],['Owyhee'],"[['4/17', 4], ['4/18', 4], ['4/19', 4], ['4/20', 4], ['4/21', 5], ['4/22', 6], ['4/23', 6], ['4/24', 8], ['4/25', 8], ['4/26', 8], ['4/27', 8], ['4/28', 8], ['4/29', 8], ['4/30', 8], ['5/1', 8], ['5/2', 8], ['5/3', 8], ['5/4', 8], ['5/5', 8], ['5/6', 8], ['5/7', 8], ['5/8', 8], ['5/9', 8], ['5/10', 8], ['5/11', 8], ['5/12', 8], ['5/13', 8], ['5/14', 8], ['5/15', 8], ['5/16', 8], ['5/17', 8], ['5/18', 8], ['5/19', 8], ['5/20', 8], ['5/21', 8], ['5/22', 8], ['5/23', 8], ['5/24', 8], ['5/25', 8], ['5/26', 8], ['5/27', 8], ['5/28', 8], ['5/29', 8], ['5/30', 8], ['5/31', 8], ['6/1', 8], ['6/2', 8], ['6/3', 8], ['6/4', 8], ['6/5', 8], ['6/6', 8], ['6/7', 8], ['6/8', 8], ['6/9', 8], ['6/10', 8], ['6/11', 8], ['6/12', 8], ['6/13', 8], ['6/14', 8], ['6/15', 9], ['6/16', 'U2FsdGVkX18svFDrRL++gi/FRedv1UTE+Ix1hM9gj4g=']]"
