Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop
World,48595640.0,176450.0,1233320.0,3211.0,34795408.0,128368.0,12566912.0,89587.0,6234.0,158.2
