state,district,active,confirmed,deceased,recovered,date
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200513
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200514
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200515
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200516
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200517
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200518
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200519
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200520
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200521
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200522
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200523
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200524
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200525
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200526
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200527
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200528
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200529
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200530
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200531
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200601
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200602
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200603
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200604
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200605
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200606
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200607
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200608
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200609
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200610
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200611
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200612
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200613
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200614
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200615
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200616
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200617
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200618
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200619
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200620
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200621
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200622
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200623
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200624
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200625
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200626
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200627
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200628
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200629
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200630
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200701
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200702
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200703
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200704
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200705
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200706
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200707
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200708
Andaman and Nicobar Islands,Nicobars,0,0,0,0,20200709
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200421
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200422
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200423
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200424
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200425
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200426
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200427
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200428
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200429
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200430
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200501
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200502
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200503
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200504
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200505
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200506
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200507
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200508
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200509
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200510
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200511
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200512
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200513
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200514
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200515
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200516
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200517
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200518
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200519
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200520
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200521
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200522
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200523
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200524
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200525
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200526
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200527
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200528
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200529
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200530
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200531
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200601
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200602
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200603
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200604
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200605
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200606
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200607
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200608
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200609
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200610
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200611
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200612
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200613
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200614
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200615
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200616
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200617
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200618
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200619
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200620
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200621
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200622
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200623
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200624
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200625
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200626
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200627
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200628
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200629
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200630
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200701
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200702
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200703
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200704
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200705
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200706
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200707
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200708
Andaman and Nicobar Islands,North and Middle Andaman,0,1,0,1,20200709
Andaman and Nicobar Islands,South Andaman,5,15,0,10,20200421
Andaman and Nicobar Islands,South Andaman,6,16,0,10,20200422
Andaman and Nicobar Islands,South Andaman,10,20,0,10,20200423
Andaman and Nicobar Islands,South Andaman,17,27,0,10,20200424
Andaman and Nicobar Islands,South Andaman,22,32,0,10,20200425
Andaman and Nicobar Islands,South Andaman,22,32,0,10,20200426
Andaman and Nicobar Islands,South Andaman,22,32,0,10,20200427
Andaman and Nicobar Islands,South Andaman,18,32,0,14,20200428
Andaman and Nicobar Islands,South Andaman,18,32,0,14,20200429
Andaman and Nicobar Islands,South Andaman,17,32,0,15,20200430
Andaman and Nicobar Islands,South Andaman,17,32,0,15,20200501
Andaman and Nicobar Islands,South Andaman,7,32,0,25,20200502
Andaman and Nicobar Islands,South Andaman,1,32,0,31,20200503
Andaman and Nicobar Islands,South Andaman,1,32,0,31,20200504
Andaman and Nicobar Islands,South Andaman,1,32,0,31,20200505
Andaman and Nicobar Islands,South Andaman,1,32,0,31,20200506
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200507
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200508
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200509
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200510
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200511
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200512
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200513
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200514
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200515
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200516
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200517
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200518
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200519
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200520
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200521
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200522
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200523
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200524
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200525
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200526
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200527
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200528
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200529
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200530
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200531
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200601
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200602
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200603
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200604
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200605
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200606
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200607
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200608
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200609
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200610
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200611
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200612
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200613
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200614
Andaman and Nicobar Islands,South Andaman,0,32,0,32,20200615
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200616
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200617
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200618
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200619
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200620
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200621
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200622
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200623
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200624
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200625
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200626
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200627
Andaman and Nicobar Islands,South Andaman,3,35,0,32,20200628
Andaman and Nicobar Islands,South Andaman,17,49,0,32,20200629
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200630
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200701
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200702
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200703
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200704
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200705
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200706
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200707
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200708
Andaman and Nicobar Islands,South Andaman,19,51,0,32,20200709
Andaman and Nicobar Islands,Unknown,1,1,0,0,20200421
Andaman and Nicobar Islands,Unknown,1,1,0,0,20200422
Andaman and Nicobar Islands,Unknown,1,1,0,0,20200423
Andaman and Nicobar Islands,Unknown,1,1,0,0,20200424
Andaman and Nicobar Islands,Unknown,1,1,0,0,20200609
Andaman and Nicobar Islands,Unknown,2,2,0,0,20200610
Andaman and Nicobar Islands,Unknown,5,5,0,0,20200611
Andaman and Nicobar Islands,Unknown,5,5,0,0,20200612
Andaman and Nicobar Islands,Unknown,5,5,0,0,20200613
Andaman and Nicobar Islands,Unknown,7,7,0,0,20200614
Andaman and Nicobar Islands,Unknown,8,8,0,0,20200615
Andaman and Nicobar Islands,Unknown,8,8,0,0,20200616
Andaman and Nicobar Islands,Unknown,8,8,0,0,20200617
Andaman and Nicobar Islands,Unknown,7,9,0,2,20200618
Andaman and Nicobar Islands,Unknown,9,11,0,2,20200619
Andaman and Nicobar Islands,Unknown,9,11,0,2,20200620
Andaman and Nicobar Islands,Unknown,8,12,0,4,20200621
Andaman and Nicobar Islands,Unknown,8,12,0,4,20200622
Andaman and Nicobar Islands,Unknown,7,14,0,7,20200623
Andaman and Nicobar Islands,Unknown,12,20,0,8,20200624
Andaman and Nicobar Islands,Unknown,14,22,0,8,20200625
Andaman and Nicobar Islands,Unknown,26,36,0,10,20200626
Andaman and Nicobar Islands,Unknown,26,36,0,10,20200627
Andaman and Nicobar Islands,Unknown,35,47,0,12,20200628
Andaman and Nicobar Islands,Unknown,28,40,0,12,20200629
Andaman and Nicobar Islands,Unknown,33,45,0,12,20200630
Andaman and Nicobar Islands,Unknown,36,48,0,12,20200701
Andaman and Nicobar Islands,Unknown,39,57,0,18,20200702
Andaman and Nicobar Islands,Unknown,43,64,0,21,20200703
Andaman and Nicobar Islands,Unknown,34,67,0,33,20200704
Andaman and Nicobar Islands,Unknown,34,73,0,39,20200705
Andaman and Nicobar Islands,Unknown,48,89,0,41,20200706
Andaman and Nicobar Islands,Unknown,54,95,0,41,20200707
Andaman and Nicobar Islands,Unknown,56,97,0,41,20200708
Andaman and Nicobar Islands,Unknown,58,99,0,41,20200709
Andhra Pradesh,Anantapur,31,36,3,2,20200421
Andhra Pradesh,Anantapur,31,36,3,2,20200422
Andhra Pradesh,Anantapur,32,42,3,7,20200423
Andhra Pradesh,Anantapur,31,46,4,11,20200424
Andhra Pradesh,Anantapur,34,51,4,13,20200425
Andhra Pradesh,Anantapur,35,53,4,14,20200426
Andhra Pradesh,Anantapur,35,53,4,14,20200427
Andhra Pradesh,Anantapur,36,54,4,14,20200428
Andhra Pradesh,Anantapur,37,58,4,17,20200429
Andhra Pradesh,Anantapur,37,61,4,20,20200430
Andhra Pradesh,Anantapur,41,67,4,22,20200501
Andhra Pradesh,Anantapur,43,71,4,24,20200502
Andhra Pradesh,Anantapur,50,78,4,24,20200503
Andhra Pradesh,Anantapur,50,78,4,24,20200504
Andhra Pradesh,Anantapur,52,80,4,24,20200505
Andhra Pradesh,Anantapur,42,80,4,34,20200506
Andhra Pradesh,Anantapur,40,83,4,39,20200507
Andhra Pradesh,Anantapur,53,99,4,42,20200508
Andhra Pradesh,Anantapur,54,102,4,44,20200509
Andhra Pradesh,Anantapur,58,107,4,45,20200510
Andhra Pradesh,Anantapur,66,115,4,45,20200511
Andhra Pradesh,Anantapur,63,115,4,48,20200512
Andhra Pradesh,Anantapur,65,118,4,49,20200513
Andhra Pradesh,Anantapur,62,118,4,52,20200514
Andhra Pradesh,Anantapur,62,122,4,56,20200515
Andhra Pradesh,Anantapur,25,122,4,93,20200516
Andhra Pradesh,Anantapur,47,122,4,71,20200517
Andhra Pradesh,Anantapur,45,122,4,73,20200518
Andhra Pradesh,Anantapur,45,122,4,73,20200519
Andhra Pradesh,Anantapur,40,136,4,92,20200520
Andhra Pradesh,Anantapur,40,136,4,92,20200521
Andhra Pradesh,Anantapur,40,136,4,92,20200522
Andhra Pradesh,Anantapur,40,136,4,92,20200523
Andhra Pradesh,Anantapur,40,136,4,92,20200524
Andhra Pradesh,Anantapur,40,136,4,92,20200525
Andhra Pradesh,Anantapur,40,136,4,92,20200526
Andhra Pradesh,Anantapur,98,206,4,104,20200527
Andhra Pradesh,Anantapur,101,209,4,104,20200528
Andhra Pradesh,Anantapur,89,209,4,116,20200529
Andhra Pradesh,Anantapur,75,209,4,130,20200530
Andhra Pradesh,Anantapur,71,216,4,141,20200531
Andhra Pradesh,Anantapur,66,220,4,150,20200601
Andhra Pradesh,Anantapur,57,223,4,162,20200602
Andhra Pradesh,Anantapur,63,231,4,164,20200603
Andhra Pradesh,Anantapur,69,238,4,165,20200604
Andhra Pradesh,Anantapur,86,255,4,165,20200605
Andhra Pradesh,Anantapur,104,274,4,166,20200606
Andhra Pradesh,Anantapur,111,288,4,173,20200607
Andhra Pradesh,Anantapur,129,306,4,173,20200608
Andhra Pradesh,Anantapur,128,306,5,173,20200609
Andhra Pradesh,Anantapur,172,351,5,174,20200610
Andhra Pradesh,Anantapur,186,366,5,175,20200611
Andhra Pradesh,Anantapur,223,403,5,175,20200612
Andhra Pradesh,Anantapur,236,418,5,177,20200613
Andhra Pradesh,Anantapur,264,463,5,194,20200614
Andhra Pradesh,Anantapur,285,485,6,194,20200615
Andhra Pradesh,Anantapur,305,513,6,202,20200616
Andhra Pradesh,Anantapur,372,580,6,202,20200617
Andhra Pradesh,Anantapur,431,642,6,205,20200618
Andhra Pradesh,Anantapur,475,692,6,211,20200619
Andhra Pradesh,Anantapur,553,789,6,230,20200620
Andhra Pradesh,Anantapur,506,800,6,288,20200621
Andhra Pradesh,Anantapur,564,870,7,299,20200622
Andhra Pradesh,Anantapur,621,938,7,310,20200623
Andhra Pradesh,Anantapur,674,1028,7,347,20200624
Andhra Pradesh,Anantapur,726,1080,7,347,20200625
Andhra Pradesh,Anantapur,764,1159,7,388,20200626
Andhra Pradesh,Anantapur,850,1320,7,463,20200627
Andhra Pradesh,Anantapur,662,1371,7,702,20200628
Andhra Pradesh,Anantapur,622,1467,7,838,20200629
Andhra Pradesh,Anantapur,648,1571,8,915,20200630
Andhra Pradesh,Anantapur,676,1689,8,1005,20200701
Andhra Pradesh,Anantapur,731,1823,9,1083,20200702
Andhra Pradesh,Anantapur,852,1972,9,1111,20200703
Andhra Pradesh,Anantapur,951,2099,9,1139,20200704
Andhra Pradesh,Anantapur,927,2186,12,1247,20200705
Andhra Pradesh,Anantapur,956,2328,13,1359,20200706
Andhra Pradesh,Anantapur,1022,2481,16,1443,20200707
Andhra Pradesh,Anantapur,1033,2568,18,1517,20200708
Andhra Pradesh,Anantapur,1033,2568,18,1517,20200709
Andhra Pradesh,Chittoor,49,53,0,4,20200421
Andhra Pradesh,Chittoor,55,59,0,4,20200422
Andhra Pradesh,Chittoor,62,73,0,11,20200423
Andhra Pradesh,Chittoor,62,73,0,11,20200424
Andhra Pradesh,Chittoor,62,73,0,11,20200425
Andhra Pradesh,Chittoor,60,73,0,13,20200426
Andhra Pradesh,Chittoor,57,73,0,16,20200427
Andhra Pradesh,Chittoor,58,74,0,16,20200428
Andhra Pradesh,Chittoor,61,77,0,16,20200429
Andhra Pradesh,Chittoor,64,80,0,16,20200430
Andhra Pradesh,Chittoor,58,80,0,22,20200501
Andhra Pradesh,Chittoor,56,80,0,24,20200502
Andhra Pradesh,Chittoor,44,81,0,37,20200503
Andhra Pradesh,Chittoor,37,82,0,45,20200504
Andhra Pradesh,Chittoor,34,82,0,48,20200505
Andhra Pradesh,Chittoor,14,82,0,68,20200506
Andhra Pradesh,Chittoor,14,82,0,68,20200507
Andhra Pradesh,Chittoor,11,85,0,74,20200508
Andhra Pradesh,Chittoor,22,96,0,74,20200509
Andhra Pradesh,Chittoor,38,112,0,74,20200510
Andhra Pradesh,Chittoor,47,121,0,74,20200511
Andhra Pradesh,Chittoor,57,131,0,74,20200512
Andhra Pradesh,Chittoor,68,142,0,74,20200513
Andhra Pradesh,Chittoor,74,151,0,77,20200514
Andhra Pradesh,Chittoor,88,165,0,77,20200515
Andhra Pradesh,Chittoor,96,173,0,77,20200516
Andhra Pradesh,Chittoor,100,177,0,77,20200517
Andhra Pradesh,Chittoor,110,192,0,82,20200518
Andhra Pradesh,Chittoor,109,192,1,82,20200519
Andhra Pradesh,Chittoor,110,208,1,97,20200520
Andhra Pradesh,Chittoor,110,208,1,97,20200521
Andhra Pradesh,Chittoor,110,208,1,97,20200522
Andhra Pradesh,Chittoor,110,208,1,97,20200523
Andhra Pradesh,Chittoor,110,208,1,97,20200524
Andhra Pradesh,Chittoor,110,208,1,97,20200525
Andhra Pradesh,Chittoor,110,208,1,97,20200526
Andhra Pradesh,Chittoor,82,234,1,151,20200527
Andhra Pradesh,Chittoor,79,238,1,158,20200528
Andhra Pradesh,Chittoor,70,246,1,175,20200529
Andhra Pradesh,Chittoor,72,253,1,180,20200530
Andhra Pradesh,Chittoor,68,257,2,187,20200531
Andhra Pradesh,Chittoor,69,262,2,191,20200601
Andhra Pradesh,Chittoor,68,264,2,194,20200602
Andhra Pradesh,Chittoor,70,272,4,198,20200603
Andhra Pradesh,Chittoor,70,281,4,207,20200604
Andhra Pradesh,Chittoor,72,285,4,209,20200605
Andhra Pradesh,Chittoor,84,298,4,210,20200606
Andhra Pradesh,Chittoor,82,299,4,213,20200607
Andhra Pradesh,Chittoor,86,303,4,213,20200608
Andhra Pradesh,Chittoor,86,303,4,213,20200609
Andhra Pradesh,Chittoor,102,327,4,221,20200610
Andhra Pradesh,Chittoor,104,331,4,223,20200611
Andhra Pradesh,Chittoor,109,345,4,232,20200612
Andhra Pradesh,Chittoor,114,350,4,232,20200613
Andhra Pradesh,Chittoor,114,353,4,235,20200614
Andhra Pradesh,Chittoor,118,359,4,237,20200615
Andhra Pradesh,Chittoor,118,363,5,240,20200616
Andhra Pradesh,Chittoor,130,388,5,253,20200617
Andhra Pradesh,Chittoor,144,406,5,257,20200618
Andhra Pradesh,Chittoor,197,464,5,262,20200619
Andhra Pradesh,Chittoor,242,515,5,268,20200620
Andhra Pradesh,Chittoor,284,562,6,272,20200621
Andhra Pradesh,Chittoor,313,591,6,272,20200622
Andhra Pradesh,Chittoor,336,617,6,275,20200623
Andhra Pradesh,Chittoor,367,657,6,284,20200624
Andhra Pradesh,Chittoor,404,699,6,289,20200625
Andhra Pradesh,Chittoor,429,725,6,290,20200626
Andhra Pradesh,Chittoor,493,809,6,310,20200627
Andhra Pradesh,Chittoor,550,891,6,335,20200628
Andhra Pradesh,Chittoor,603,947,6,338,20200629
Andhra Pradesh,Chittoor,679,1054,6,369,20200630
Andhra Pradesh,Chittoor,684,1089,6,399,20200701
Andhra Pradesh,Chittoor,719,1136,6,411,20200702
Andhra Pradesh,Chittoor,764,1183,8,411,20200703
Andhra Pradesh,Chittoor,777,1250,10,463,20200704
Andhra Pradesh,Chittoor,849,1324,12,463,20200705
Andhra Pradesh,Chittoor,857,1444,13,574,20200706
Andhra Pradesh,Chittoor,763,1510,15,732,20200707
Andhra Pradesh,Chittoor,846,1765,16,903,20200708
Andhra Pradesh,Chittoor,846,1765,16,903,20200709
Andhra Pradesh,East Godavari,18,26,0,8,20200421
Andhra Pradesh,East Godavari,18,26,0,8,20200422
Andhra Pradesh,East Godavari,24,32,0,8,20200423
Andhra Pradesh,East Godavari,26,34,0,8,20200424
Andhra Pradesh,East Godavari,25,37,0,12,20200425
Andhra Pradesh,East Godavari,27,39,0,12,20200426
Andhra Pradesh,East Godavari,27,39,0,12,20200427
Andhra Pradesh,East Godavari,27,39,0,12,20200428
Andhra Pradesh,East Godavari,28,40,0,12,20200429
Andhra Pradesh,East Godavari,28,42,0,14,20200430
Andhra Pradesh,East Godavari,25,42,0,17,20200501
Andhra Pradesh,East Godavari,28,45,0,17,20200502
Andhra Pradesh,East Godavari,25,45,0,20,20200503
Andhra Pradesh,East Godavari,23,45,0,22,20200504
Andhra Pradesh,East Godavari,23,45,0,22,20200505
Andhra Pradesh,East Godavari,20,46,0,26,20200506
Andhra Pradesh,East Godavari,20,46,0,26,20200507
Andhra Pradesh,East Godavari,20,46,0,26,20200508
Andhra Pradesh,East Godavari,17,46,0,29,20200509
Andhra Pradesh,East Godavari,15,46,0,31,20200510
Andhra Pradesh,East Godavari,15,46,0,31,20200511
Andhra Pradesh,East Godavari,16,47,0,31,20200512
Andhra Pradesh,East Godavari,16,51,0,35,20200513
Andhra Pradesh,East Godavari,16,51,0,35,20200514
Andhra Pradesh,East Godavari,17,52,0,35,20200515
Andhra Pradesh,East Godavari,14,52,0,38,20200516
Andhra Pradesh,East Godavari,13,52,0,39,20200517
Andhra Pradesh,East Godavari,14,57,0,43,20200518
Andhra Pradesh,East Godavari,14,57,0,43,20200519
Andhra Pradesh,East Godavari,16,59,0,43,20200520
Andhra Pradesh,East Godavari,16,59,0,43,20200521
Andhra Pradesh,East Godavari,16,59,0,43,20200522
Andhra Pradesh,East Godavari,16,59,0,43,20200523
Andhra Pradesh,East Godavari,16,59,0,43,20200524
Andhra Pradesh,East Godavari,16,59,0,43,20200525
Andhra Pradesh,East Godavari,16,59,0,43,20200526
Andhra Pradesh,East Godavari,97,147,2,48,20200527
Andhra Pradesh,East Godavari,103,154,2,49,20200528
